Title,Price,Location,Surface,Number_of_Rooms,Floor,Finishing_Condition,Heating,Parking_Space,Balcony_Garden_Terrace,Link,Voivodeship,City
35m2 z ogrodem - 20 min. do centrum Gdańska,221296.0,"Chełm, Gdańsk, pomorskie",35.0,2 ,parter,do wykończenia,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/35m2-z-ogrodem-20-min-do-centrum-gdanska-ID4huHk,Pomorskie,Gdańsk
Centrum Kielc - pilnie,395000.0,"ul. Chęcińska, Osiedle Chęcińskie, Kielce, świętokrzyskie",50.31,2 ,6/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/centrum-kielc-pilnie-ID4nW0u,Świętokrzyskie,Kielce
"Mieszkanie, 45,41 m², Gorzów Wielkopolski",425000.0,"Gorzów Wielkopolski, lubuskie",45.41,3 ,parter/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-45-41-m-gorzow-wielkopolski-ID4nW0A,Lubuskie,Gorzów Wielkopolski
Gdańsk Letnica 3 pok. ostatnie piętro z widokiem!,1039680.0,"Letnica, Gdańsk, pomorskie",68.4,3 ,8/8,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gdansk-letnica-3-pok-ostatnie-pietro-z-widokiem-ID4nvAo,Pomorskie,Gdańsk
"3 pok. na 7 piętrze , duży balkon- Gdańsk Letnica",1048160.0,"Letnica, Gdańsk, pomorskie",65.51,3 ,7/8,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pok-na-7-pietrze-duzy-balkon-gdansk-letnica-ID4nzX3,Pomorskie,Gdańsk
Mieszkanie 98m2 centrum miasta Augustów,900000.0,"ul. Żabia, Augustów, augustowski, podlaskie",98.0,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-98m2-centrum-miasta-augustow-ID4ePz7,Podlaskie,augustowski
Oleśnica / 3 pokoje / garaż / piwnica,350000.0,"ul. Lwa Tołstoja, Oleśnica, oleśnicki, dolnośląskie",59.0,3 ,1/3,do remontu,elektryczne,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/olesnica-3-pokoje-garaz-piwnica-ID4mZYp,Dolnośląskie,oleśnicki
Mieszkanie INWESTYCYJNE | Kraków | Ul. Powstańców,769000.0,"ul. Powstańców, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie",59.0,5 ,> 10/15,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-krakow-ul-powstancow-ID4lJJT,Małopolskie,Kraków
"Mieszkanie po gen. remoncie 45m2,1p.2pokoje,balkon",299700.0,"ul. Kmicica, Polkowice, Polkowice, polkowicki, dolnośląskie",45.0,2 ,1/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-po-gen-remoncie-45m2-1p-2pokoje-balkon-ID4nerh,Dolnośląskie,polkowicki
M4/Tysiąclecie/Do wprowadzenia,379000.0,"Tysiąclecie, Częstochowa, śląskie",50.0,3 ,7/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/m4-tysiaclecie-do-wprowadzenia-ID4mGBO,Śląskie,Częstochowa
3 Pokoje I Letnica I 800m Od Morza,1049000.0,"Letnica, Gdańsk, pomorskie",65.0,3 ,1/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pokoje-i-letnica-i-800m-od-morza-ID4n9cf,Pomorskie,Gdańsk
"M-4 z loggią, parter, os. Teklin. Polecamy!",479000.0,"centrum, Żyrardów, żyrardowski, mazowieckie",67.8,3 ,parter/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/m-4-z-loggia-parter-os-teklin-polecamy-ID4msKH,Mazowieckie,żyrardowski
Wyjątkowy Apartament I 3 Pokoje I Blisko Centrum,1300000.0,"ul. Powstańców Warszawskich, Siedlce, Gdańsk, pomorskie",68.95,3 ,5/7,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-i-3-pokoje-i-blisko-centrum-ID4ncz9,Pomorskie,Gdańsk
Oława/Piwnica/Kawalerka/Do zamieszkania,230000.0,"Oława, oławski, dolnośląskie",25.0,1 ,4/4,,miejskie,,,https://www.otodom.pl/pl/oferta/olawa-piwnica-kawalerka-do-zamieszkania-ID4nW09,Dolnośląskie,oławski
M3/ Raków / Po Remoncie,318000.0,"Raków, Częstochowa, śląskie",51.0,2 ,8/10,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/m3-rakow-po-remoncie-ID4mEt1,Śląskie,Częstochowa
*Fenomenalne mieszkanie dla rodziny* Metro Imielin,1389000.0,"ul. Alternatywy, Stary Imielin, Ursynów, Warszawa, mazowieckie",72.71,3 ,1/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/fenomenalne-mieszkanie-dla-rodziny-metro-imielin-ID4nW0a,Mazowieckie,Warszawa
"Mieszkanie, 43 m², Gdańsk",410000.0,"ul. Fundamentowa, Kokoszki, Gdańsk, pomorskie",43.0,2 ,4/4,,,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-43-m-gdansk-ID4hcIF,Pomorskie,Gdańsk
2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio,490496.0,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",38.32,2 ,1/5,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4ltMe,Mazowieckie,Warszawa
Mieszkanie 3pok/70m2/Oporów/do zamieszkania,676000.0,"ul. Emila Zoli, Oporów, Fabryczna, Wrocław, dolnośląskie",70.5,3 ,3/3,,kotłownia,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-70m2-oporow-do-zamieszkania-ID4ewTs,Dolnośląskie,Wrocław
M3/ Okazja / Dwa pokoje na 1000 leciu,245000.0,"Tysiąclecie, Częstochowa, śląskie",45.0,2 ,3/10,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/m3-okazja-dwa-pokoje-na-1000-leciu-ID4mIwe,Śląskie,Częstochowa
Nowe budownictwo/ garaż/ duży balkon!,760000.0,"Gocławek, Praga-Południe, Warszawa, mazowieckie",56.0,2 ,1/5,do zamieszkania,miejskie,,"balkon, taras",https://www.otodom.pl/pl/oferta/nowe-budownictwo-garaz-duzy-balkon-ID4nKTw,Mazowieckie,Warszawa
Dwie łazienki | Duży balkon | 3 min od tramwaj,1299708.0,"ul. Dywizjonu 303 303, Górce, Bemowo, Warszawa, mazowieckie",72.21,4 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/dwie-lazienki-duzy-balkon-3-min-od-tramwaj-ID4nLXa,Mazowieckie,Warszawa
"Mieszkanie 48,64m z ogrodem 120m, blisko Centrum",505808.0,"Stare Miasto, Stare Miasto, Poznań, wielkopolskie",48.64,3 ,parter/6,do wykończenia,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/mieszkanie-48-64m-z-ogrodem-120m-blisko-centrum-ID4m6tq,Wielkopolskie,Poznań
Mieszkanie Krzyki 2 pok.+miejsce postojowe,649000.0,"Siemianowicka, Księże, Krzyki, Wrocław, dolnośląskie",49.32,2 ,3/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-krzyki-2-pok-miejsce-postojowe-ID4nW03,Dolnośląskie,Wrocław
Przedsprzedaż -mieszkanie z ogródkiem Zabawa 63 m2,569000.0,"poddębowiec, Zabawa, Wieliczka, wielicki, małopolskie",63.81,3 ,parter,do wykończenia,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkanie-z-ogrodkiem-zabawa-63-m2-ID4lRao,Małopolskie,wielicki
Widok w cenie ! Wyjątkowa lokalizacja!,680000.0,"ul. Pańska, Mirów, Wola, Warszawa, mazowieckie",39.0,2 ,> 10/12,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/widok-w-cenie-wyjatkowa-lokalizacja-ID4nQ9N,Mazowieckie,Warszawa
Apartament z 40m tarasem - Park Bażantów - BEZPOŚR,1250000.0,"Kostuchna, Katowice, śląskie",70.0,3 ,4/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/apartament-z-40m-tarasem-park-bazantow-bezposr-ID4nIki,Śląskie,Katowice
OKAZJA wyjątkowe mieszkanie | Saska Kępa,500000.0,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",38.0,2 ,,,,,,https://www.otodom.pl/pl/oferta/okazja-wyjatkowe-mieszkanie-saska-kepa-ID4nNPk,Mazowieckie,Warszawa
"Mieszkanie dwupiętrowe 76,5m2, Złotniki Wrocław",1100000.0,"Leśnica, Fabryczna, Wrocław, dolnośląskie",76.5,5 ,4/4,do zamieszkania,kotłownia,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-dwupietrowe-76-5m2-zlotniki-wroclaw-ID4nJct,Dolnośląskie,Wrocław
Przedsprzedaż! Mieszkanie Zabawa k/Wieliczki 71 m2,599000.0,"ul. Poddębowiec, Zabawa, Wieliczka, wielicki, małopolskie",71.74,3 ,1/1,do wykończenia,gazowe,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkanie-zabawa-k-wieliczki-71-m2-ID4lRJR,Małopolskie,wielicki
Mieszkanie 3 Pokoje Tysiaclecie,340000.0,"Tysiąclecie, Częstochowa, śląskie",63.0,3 ,4/4,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-tysiaclecie-ID4mZt0,Śląskie,Częstochowa
Mieszkanie na sprzedaż Morag 44m,255000.0,"Morąg, Morąg, ostródzki, warmińsko-mazurskie",44.0,2 ,1,do zamieszkania,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-morag-44m-ID4nvI1,Warmińsko-mazurskie,ostródzki
3 pokoje | 2 piętro | ul. Bulońska | Piękny widok,685000.0,"ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie",59.5,3 ,2/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/3-pokoje-2-pietro-ul-bulonska-piekny-widok-ID4no2U,Pomorskie,Gdańsk
Przedsprzedaż-mieszkanie dwupoziomowe Zabawa 102m2,719000.0,"Zabawa, Wieliczka, wielicki, małopolskie",102.54,4 ,1/2,do wykończenia,gazowe,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkanie-dwupoziomowe-zabawa-102m2-ID4lS5Q,Małopolskie,wielicki
"Centrum Wro, Księcia Witolda, 2007r., parking",699000.0,"ul. Władysława Jagiełły, Nadodrze, Śródmieście, Wrocław, dolnośląskie",47.49,2 ,1/5,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/centrum-wro-ksiecia-witolda-2007r-parking-ID4nIir,Dolnośląskie,Wrocław
"Gotowe mieszkanie na ""leśnym"" osiedlu",805545.0,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",59.67,3 ,3/3,do wykończenia,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-na-lesnym-osiedlu-ID4nW00,Mazowieckie,Warszawa
3 pokoje I Alfa Park | Morena I Ogródek,890000.0,"Ujeścisko-Łostowice, Gdańsk, pomorskie",63.2,3 ,parter/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/3-pokoje-i-alfa-park-morena-i-ogrodek-ID4npHZ,Pomorskie,Gdańsk
2 pokoje z ogródkiem - dopłata kredyt 2 %!!!!,587190.0,"ul. Erazma Jerzmanowskiego, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie",42.55,2 ,parter/7,,,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-doplata-kredyt-2-ID4nUZY,Małopolskie,Kraków
Mieszkanie dla rodziny przy metrze Wawrzyszew,1684500.0,"al. Aleja Władysława Reymonta, Stare Bielany, Bielany, Warszawa, mazowieckie",80.21,4 ,1/4,do wykończenia,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-przy-metrze-wawrzyszew-ID4nUZZ,Mazowieckie,Warszawa
M4-Duży przestronny apartament do wykończenia,699000.0,"Stradom, Częstochowa, śląskie",81.37,3 ,1/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/m4-duzy-przestronny-apartament-do-wykonczenia-ID4nQ1U,Śląskie,Częstochowa
Idealna pod wynajem kawalerka przy metrze M1,686000.0,"al. Aleja Władysława Reymonta, Stare Bielany, Bielany, Warszawa, mazowieckie",30.49,1 ,2/4,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/idealna-pod-wynajem-kawalerka-przy-metrze-m1-ID4nUZX,Mazowieckie,Warszawa
Apartament I 2 Pokoje l Letnica,699000.0,"Letnica, Gdańsk, pomorskie",40.16,2 ,4/16,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/apartament-i-2-pokoje-l-letnica-ID4nw2m,Pomorskie,Gdańsk
Wyjątkowa nieruchomość!,599000.0,"ul. Leszczynowa, Jasień, Gdańsk, pomorskie",49.0,2 ,1/4,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/wyjatkowa-nieruchomosc-ID4nUZW,Pomorskie,Gdańsk
Apartament - wysoki standard,829000.0,"ul. Władysława Bełzy, Kapuściska, Bydgoszcz, kujawsko-pomorskie",87.77,3 ,2/2,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/apartament-wysoki-standard-ID4l7sF,Kujawsko-pomorskie,Bydgoszcz
Sprzedam mieszkanie dwupokojowe,420000.0,"Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",51.15,2 ,1/2,do zamieszkania,gazowe,,balkon,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-dwupokojowe-ID4nQGr,Warmińsko-mazurskie,Olsztyn
Mieszkanie 78m2 +ogród 608m2 +garaż Gdańsk-Siedlce,1199000.0,"ul. Leona Wyczółkowskiego, Siedlce, Gdańsk, pomorskie",78.8,3 ,parter/1,,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/mieszkanie-78m2-ogrod-608m2-garaz-gdansk-siedlce-ID4mcVm,Pomorskie,Gdańsk
2 Pokoje I  Balkon I Nowe Budownictwo,590000.0,"ul. Stanisława Filipkowskiego, Wiczlino, Gdynia, pomorskie",54.45,2 ,1/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/2-pokoje-i-balkon-i-nowe-budownictwo-ID4nwcA,Pomorskie,Gdynia
"3 pokoje 3 piętro 55,4m2 wykończone w loftowym sty",659000.0,"ul. Grunwaldzka 25, Okole, Bydgoszcz, kujawsko-pomorskie",55.4,3 ,3/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/3-pokoje-3-pietro-55-4m2-wykonczone-w-loftowym-sty-ID4nNlu,Kujawsko-pomorskie,Bydgoszcz
Kawalerka na rynku :),214000.0,"Racibórz, raciborski, śląskie",34.69,1 ,2/2,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-na-rynku-ID4nxJa,Śląskie,raciborski
"Mieszkanie z ogródkiem, Pogórze, Gdynia",875500.0,"Aleja Iberyjska, Pogórze, Kosakowo, pucki, pomorskie",80.0,4 ,parter/1,do wykończenia,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-pogorze-gdynia-ID309yY,Pomorskie,pucki
Atrakcyjne 3 pok ul. Rostworowskiego- Ruczaj- Krk,796500.0,"ul. gen. Stanisława Rostworowskiego, Ruczaj, Dębniki, Kraków, małopolskie",63.7,3 ,1/4,do zamieszkania,,,balkon,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pok-ul-rostworowskiego-ruczaj-krk-ID4nUYU,Małopolskie,Kraków
Apartament z balkonem o pow. 28 m2 w Kołobrzegu.,470000.0,"Kołobrzeg, kołobrzeski, zachodniopomorskie",28.0,1 ,5,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/apartament-z-balkonem-o-pow-28-m2-w-kolobrzegu-ID4jegf,Zachodniopomorskie,kołobrzeski
wygodne 2-pok. mieszkanie z kom lok. blisko parku,695000.0,"ul. Piękna, Tarnogaj, Krzyki, Wrocław, dolnośląskie",52.0,2 ,4/5,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/wygodne-2-pok-mieszkanie-z-kom-lok-blisko-parku-ID4nNCE,Dolnośląskie,Wrocław
"Nowe Ogrody/2-pokoje/46,87m2/ogródek/",610000.0,"ul. Janusza Meissnera, Smochowice, Jeżyce, Poznań, wielkopolskie",46.87,2 ,parter/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/nowe-ogrody-2-pokoje-46-87m2-ogrodek-ID4nUVq,Wielkopolskie,Poznań
Wysoki sufit - 3 pokoje - Antresola - Piwnica,289000.0,"Jelcz-Laskowice, Jelcz-Laskowice, oławski, dolnośląskie",45.0,3 ,1,,miejskie,,,https://www.otodom.pl/pl/oferta/wysoki-sufit-3-pokoje-antresola-piwnica-ID4m3vD,Dolnośląskie,oławski
Nowe mieszkania na bydgoskich Glinkach!,53435250.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",57.15,4 ,2/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVk,Kujawsko-pomorskie,Bydgoszcz
**Zawady**,790000.0,"ul. Arktyczna, Zawady, Białystok, podlaskie",57.49,3 ,parter/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/zawady-ID4nUVo,Podlaskie,Białystok
Nowe mieszkania na bydgoskich Glinkach!,523929.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",57.26,4 ,1/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVn,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,52388050.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",56.03,4 ,2/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVj,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,32193050.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",33.71,2 ,2/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVi,Kujawsko-pomorskie,Bydgoszcz
"2 pokoje,bezczynszowe, garaż, ogród, do zamieszkan",429000.0,"Jawor, jaworski, dolnośląskie",56.9,2 ,2/2,,gazowe,,,https://www.otodom.pl/pl/oferta/2-pokoje-bezczynszowe-garaz-ogrod-do-zamieszkan-ID4nUVf,Dolnośląskie,jaworski
Nowe mieszkania na bydgoskich Glinkach!,50761150.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",54.29,3 ,2/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVg,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,320331.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",34.26,2 ,1/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVe,Kujawsko-pomorskie,Bydgoszcz
MEGA OKAZJA do soboty_ ostatnie GOTOWE lokale_0pcc,511750.0,"Maćkowy, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",55.81,3 ,2/3,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mega-okazja-do-soboty-ostatnie-gotowe-lokale-0pcc-ID4nUVd,Pomorskie,Gdańsk
Nowe mieszkania na bydgoskich Glinkach!,49341350.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",55.13,4 ,parter/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVc,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,32594150.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",34.13,2 ,2/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVb,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,515328.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",56.32,4 ,1/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUVa,Kujawsko-pomorskie,Bydgoszcz
Kawalerka blisko Parku Hassów,415000.0,"Niedźwiadek, Ursus, Warszawa, mazowieckie",31.0,1 ,2/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/kawalerka-blisko-parku-hassow-ID4nUV1,Mazowieckie,Warszawa
Nowe mieszkania na bydgoskich Glinkach!,303048.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",33.12,2 ,parter/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUV6,Kujawsko-pomorskie,Bydgoszcz
Okolice ul. Chorwackiej/Rozkład/Inwestycja,576000.0,"Różanka, Psie Pole, Wrocław, dolnośląskie",53.9,3 ,4/4,,miejskie,,,https://www.otodom.pl/pl/oferta/okolice-ul-chorwackiej-rozklad-inwestycja-ID4nUV7,Dolnośląskie,Wrocław
Nowe mieszkania na bydgoskich Glinkach!,305793.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",33.42,2 ,parter/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUV8,Kujawsko-pomorskie,Bydgoszcz
Nowe mieszkania na bydgoskich Glinkach!,500484.0,"Glinki, Bydgoszcz, kujawsko-pomorskie",55.92,4 ,parter/2,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-bydgoskich-glinkach-ID4nUV9,Kujawsko-pomorskie,Bydgoszcz
Gotowe| Blisko tramwaj|dwie łazienki|dwa balkony,1399000.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",101.39,4 ,parter/7,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-blisko-tramwaj-dwie-lazienki-dwa-balkony-ID4nUWT,Dolnośląskie,Wrocław
Mieszkanie Na Sprzedaż,269000.0,"Danuty Siedzikówny ""Inki"", Brzeziny, brzeziński, łódzkie",48.24,3 ,2/4,do remontu,,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID4nUWU,Łódzkie,brzeziński
Gotowe| Blisko tramwaj|dwie łazienki|balkon 22m,988820.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",86.69,4 ,2/7,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-blisko-tramwaj-dwie-lazienki-balkon-22m-ID4nUWS,Dolnośląskie,Wrocław
Mieszkanie Na Sprzedaż,385000.0,"ul. Beli Bartoka, Widzew Wschód, Widzew, Łódź, łódzkie",44.5,2 ,2/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID4nUWV,Łódzkie,Łódź
"Mieszkanie, 66,40 m², Żyrardów",449000.0,"Żyrardów, żyrardowski, mazowieckie",66.4,3 ,4/4,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-66-40-m-zyrardow-ID4nUWW,Mazowieckie,żyrardowski
Kostuchna | Ul. Armii Krajowej | 106m3 | 4 pok.,725000.0,"Kostuchna, Katowice, śląskie",106.0,4 ,2/3,do zamieszkania,elektryczne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/kostuchna-ul-armii-krajowej-106m3-4-pok-ID4nUWR,Śląskie,Katowice
Gotowe| Blisko tramwaj|dwie łazienki,911176.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",84.37,4 ,parter/7,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gotowe-blisko-tramwaj-dwie-lazienki-ID4nUWQ,Dolnośląskie,Wrocław
4-pokojowe mieszkanie 72m2 + ogródek,,"ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie",72.68,4 ,parter/4,do wykończenia,,garaż/miejsce parkingowe,"taras, ogródek",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-72m2-ogrodek-ID4c9kF,Mazowieckie,Warszawa
Atrakcyjne mieszkanie z dużą działką w Ślesinie.,449000.0,"Ślesin, Nakło nad Notecią, nakielski, kujawsko-pomorskie",93.0,4 ,parter/1,do zamieszkania,,,"ogródek, taras",https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-z-duza-dzialka-w-slesinie-ID4nF8u,Kujawsko-pomorskie,nakielski
"Białoprądnicka: eleganckie, do wejścia, z balkonem",699000.0,"ul. Białoprądnicka, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",49.0,2 ,1/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/bialopradnicka-eleganckie-do-wejscia-z-balkonem-ID4nMwf,Małopolskie,Kraków
"3/4 pokojowy apartament 86 m2, 2 balkony, 1 piętro",1150000.0,"Sępia / Orla, Borek, Krzyki, Wrocław, dolnośląskie",86.0,3 ,1/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/3-4-pokojowy-apartament-86-m2-2-balkony-1-pietro-ID4n2Na,Dolnośląskie,Wrocław
"Mieszkanie, 36 m², Bydgoszcz",450000.0,"Nowy Fordon, Bydgoszcz, kujawsko-pomorskie",36.0,2 ,,,,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-36-m-bydgoszcz-ID4nfvP,Kujawsko-pomorskie,Bydgoszcz
Dwupak. Jedno mieszkanie = dwie kawalerki.,478500.0,"garbraska, Kośminek, Lublin, lubelskie",55.0,2 ,,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/dwupak-jedno-mieszkanie-dwie-kawalerki-ID4mLj2,Lubelskie,Lublin
